t,ax,ay,az,wx,wy,wz
41.31572819,-1.01759630,-4.12163104,-11.88171790,17.63476503,0.12563515,-0.05004133
41.32692891,-1.02491713,-4.34857698,-11.73530117,17.61277389,0.12196996,-0.06592382
41.33812964,-0.95170877,-4.15091439,-11.80118870,17.60300004,0.12930034,-0.07081075
41.34933037,-0.91510458,-4.32661447,-11.61816778,17.56634813,0.14396110,-0.09035843
41.36050838,-0.84921705,-4.34125614,-11.59620527,17.56023948,0.14273937,-0.10868439
41.37168640,-0.94438793,-4.34125614,-11.85243455,17.53702660,0.15862187,-0.10746266
41.38286442,-1.00295462,-4.21680192,-11.83779288,17.50892680,0.15862187,-0.11234958
41.39404243,-0.81993371,-4.47303120,-11.55228025,17.48571392,0.19160859,-0.11357131
41.40526217,-0.81993371,-4.43642702,-11.50835523,17.47594007,0.19649551,-0.12090170
41.41648191,-0.73208367,-4.57552291,-11.47175105,17.46250104,0.20626936,-0.12701035
41.42770165,-1.09080466,-4.39250200,-11.58888443,17.45639238,0.22581705,-0.12090170
41.43892139,-0.93706709,-4.35589781,-11.50835523,17.43073604,0.24658646,-0.11234958
41.45012242,-1.12008801,-4.29001028,-11.82315121,17.41729701,0.25269512,-0.10624093
41.46132344,-0.84921705,-4.47303120,-11.47175105,17.40996663,0.26857761,-0.10379747
41.47252446,-0.95170877,-4.39250200,-11.83047204,17.40263624,0.27346453,-0.10379747
41.48372549,-0.71012116,-4.54623957,-11.55960109,17.38675375,0.29179049,-0.09035843
41.49489725,-0.98831295,-4.23144359,-11.68405531,17.37209298,0.29056876,-0.07325421
41.50606900,-0.83457538,-4.45106869,-11.66941364,17.37087125,0.30034260,-0.06225863
41.51724076,-0.95170877,-4.32661447,-11.96956794,17.36109741,0.29789914,-0.04881960
41.52841252,-0.61495028,-3.94593096,-11.52299690,17.34521491,0.30278607,-0.01705460
41.53961301,-1.06884215,-4.22412275,-11.75726368,17.33910626,0.28690357,-0.01094595
41.55081350,-0.70280032,-4.18019773,-11.85975539,17.33910626,0.29179049,-0.00361557
41.56201398,-0.61495028,-4.26804777,-11.81583037,17.32444549,0.27346453,0.01226693
41.57321447,-0.48317522,-4.15091439,-11.59620527,17.30245434,0.26002550,0.03425808
41.58442098,-0.60030861,-4.01181849,-11.74262200,17.28901531,0.24658646,0.04403192
41.59562749,-0.81261287,-4.09234769,-11.33265515,17.27924147,0.22948224,0.03547981
41.60683399,-0.60030861,-4.15823522,-11.47175105,17.26335897,0.21482147,0.05380576
41.61804050,-0.62959195,-4.34125614,-11.41318435,17.22304186,0.19527378,0.04891884
41.62924999,-0.88582124,-3.92396845,-11.33265515,17.21571148,0.16717398,0.04403192
41.64045948,-0.57834610,-4.18751857,-11.20820093,17.20227245,0.15984360,0.04525365
41.65166897,-0.68815865,-4.20216024,-11.16427591,17.18028130,0.14518283,0.03792327
41.66287845,-0.76136701,-4.35589781,-11.12035089,17.15584669,0.12074822,0.01837558
41.67406797,-0.76136701,-4.08502686,-11.19355925,17.13874246,0.11097438,0.00982347
41.68525749,-0.72476283,-4.21680192,-11.43514686,17.12285996,0.10120054,0.00127135
41.69644701,-0.82725454,-4.14359355,-11.25944678,17.10575574,0.09753535,-0.02194153
41.70763654,-0.90046291,-4.07038518,-11.33265515,17.06421690,0.09142669,-0.04759787
41.71883678,-1.06884215,-4.23144359,-11.25944678,17.05810825,0.09142669,-0.06225863
41.73003703,-1.03223797,-4.26804777,-11.18623842,17.04833441,0.09264842,-0.07691940
41.74123728,-1.14937136,-4.14359355,-11.09838838,17.03611710,0.10242227,-0.09402362
41.75243753,-0.91510458,-4.16555606,-10.95929248,17.01290422,0.12807861,-0.10746266
41.76363379,-0.82725454,-4.23144359,-11.15695507,17.00068692,0.13540899,-0.12578862
41.77483004,-0.97367128,-4.20216024,-11.14963423,16.98724788,0.15006976,-0.12945381
41.78602630,-1.01759630,-4.26072694,-11.31069264,16.97258712,0.16839571,-0.13678419
41.79722255,-0.90778375,-4.04842267,-10.92268830,16.94693078,0.20138244,-0.14289284
41.80845302,-1.01759630,-4.13627271,-11.12767172,16.94448732,0.21970839,-0.14533630
41.81968349,-0.99563379,-4.06306435,-11.02518001,16.93227001,0.23559089,-0.13678419
41.83091396,-0.98099211,-4.02646016,-10.99589666,16.92371790,0.25513858,-0.13556246
41.84214443,-0.84921705,-4.05574351,-10.96661332,16.89561810,0.27590800,-0.11601477
41.85331917,-0.87850040,-3.87272259,-10.96661332,16.90172675,0.29301222,-0.10501920
41.86449391,-0.95902960,-3.97521431,-10.95929248,16.88706598,0.30278607,-0.09891055
41.87566864,-0.70280032,-3.98253514,-10.99589666,16.87118349,0.29912087,-0.08791497
41.88684338,-0.91510458,-3.97521431,-10.96661332,16.84552715,0.30889472,-0.05126306
41.89804190,-0.82725454,-3.87272259,-11.07642587,16.82842292,0.30889472,-0.03415883
41.90924042,-0.94438793,-3.81415590,-10.93732997,16.81864908,0.30889472,-0.00972422
41.92043895,-0.53442108,-4.01181849,-10.90804662,16.79665793,0.30278607,0.00004962
41.93163747,-0.51977940,-4.14359355,-10.49807977,16.76733640,0.27835146,0.02692769
41.94283098,-0.71744199,-3.85076008,-10.54932563,16.75389736,0.27224280,0.03792327
41.95402449,-0.68083781,-3.94593096,-10.52736312,16.74045833,0.25025166,0.04647538
41.96521801,-0.61495028,-4.15091439,-10.52004228,16.72579756,0.23803435,0.04891884
41.97641152,-0.68815865,-3.78487255,-10.74698822,16.70136295,0.19893898,0.06235788
41.98763978,-0.79065036,-3.99717682,-10.62253399,16.68181526,0.17572610,0.06235788
41.99886805,-0.83457538,-3.90200594,-10.59325065,16.67815007,0.16350879,0.05258403
42.01009631,-0.63691279,-3.98253514,-10.44683391,16.66348931,0.14518283,0.04769711
42.02132457,-0.65887530,-4.05574351,-10.29309634,16.64882854,0.12319169,0.02814942
42.03251255,-0.58566693,-4.15091439,-10.30041718,16.63172431,0.10730919,0.01837558
42.04370052,-0.92242542,-3.99717682,-10.65913818,16.62561566,0.09875708,0.01226693
42.05488849,-0.69547948,-4.09234769,-10.73966738,16.61339836,0.08898323,-0.00605903
42.06607646,-0.82725454,-4.02646016,-10.73966738,16.60973316,0.09509188,-0.03782402
42.07726818,-0.73940450,-3.98253514,-10.45415475,16.59385067,0.08776150,-0.06103690
42.08845991,-0.92242542,-4.04842267,-10.46879642,16.59507240,0.09142669,-0.06836728
42.09965163,-0.94438793,-4.01181849,-10.58592981,16.58407682,0.09753535,-0.09402362
42.11084336,-0.98099211,-3.97521431,-10.76895073,16.57185952,0.11952649,-0.11601477
42.12206191,-0.90046291,-3.98253514,-10.50540061,16.56086395,0.13174380,-0.12578862
42.13328046,-1.05420048,-3.60917247,-10.43219224,16.55597702,0.14762630,-0.13067554
42.14449900,-0.90046291,-4.10698937,-10.54932563,16.54620318,0.15984360,-0.13678419
42.15571755,-1.13472968,-3.93128929,-10.79091324,16.52543376,0.19283032,-0.13067554
42.16689903,-0.65887530,-3.86540176,-10.73966738,16.51932511,0.21359974,-0.14533630
42.17808050,-1.00295462,-3.94593096,-10.57860897,16.50466434,0.22948224,-0.14411457
42.18926197,-0.77600869,-3.88736427,-10.47611726,16.49366877,0.24047781,-0.12456689
42.20044345,-0.82725454,-3.63113498,-10.61521316,16.46434724,0.27346453,-0.10624093
42.21163672,-0.73940450,-3.63845582,-10.26381300,16.44113436,0.28079492,-0.09891055
42.22283000,-0.72476283,-4.10698937,-10.54200479,16.42647359,0.28446011,-0.09402362
42.23402327,-0.69547948,-3.79219339,-10.28577551,16.41547802,0.29789914,-0.07569767
42.24521655,-0.66619614,-3.81415590,-10.30773802,16.38371303,0.29545568,-0.04881960
42.25642705,-0.68815865,-3.82147674,-10.24185049,16.36050015,0.29301222,-0.02927191
42.26763755,-0.69547948,-3.96789347,-10.19792547,16.34950457,0.29789914,-0.01461114
42.27884805,-0.80529203,-3.68970168,-10.22720881,16.33850900,0.28201665,0.00249308
42.29005855,-0.75404618,-3.70434335,-10.02222539,16.30796574,0.26979934,0.01837558
42.30127805,-0.66619614,-3.65309749,-10.22720881,16.29330497,0.24780819,0.02937115
42.31249756,-0.43925020,-3.79219339,-10.09543375,16.27864421,0.23559089,0.04525365
42.32371706,-0.71012116,-3.68238084,-10.00026288,16.26031825,0.22093012,0.05014057
42.33493656,-0.71012116,-3.93128929,-10.00026288,16.23710537,0.18305648,0.04769711
42.34611326,-0.69547948,-1.99126757,-9.94901702,16.22977499,0.16839571,0.04891884
42.35728997,-0.71744199,-4.04842267,-10.01490455,16.22000114,0.15006976,0.05136230
42.36846668,-0.57102526,-3.75558921,-9.99294204,16.20411865,0.13174380,0.04036673
42.37964338,-0.79797120,-3.73362670,-10.01490455,16.18701442,0.11219611,0.02692769
42.39084113,-0.56370442,-3.85808092,-10.02954622,16.17724058,0.10120054,0.00860174
42.40203887,-0.74672534,-3.68970168,-10.00758371,16.17235365,0.09509188,0.00493654
42.41323662,-0.75404618,-3.66773917,-10.07347124,16.16502327,0.09020496,-0.01216768
42.42443436,-0.73940450,-3.67506000,-10.02222539,16.15036251,0.08043112,-0.04393268
42.43564039,-0.75404618,-3.93861012,-10.05882957,16.14425385,0.08531804,-0.05859344
42.44684643,-0.81261287,-3.90200594,-10.02954622,16.13448001,0.09387015,-0.07081075
42.45805246,-0.97367128,-3.79951423,-10.11739626,16.13325828,0.09875708,-0.08302805
42.46925849,-0.81993371,-3.83611841,-10.01490455,16.11004540,0.11708303,-0.11112785
42.48047870,-0.80529203,-3.70434335,-10.18328379,16.10760194,0.12930034,-0.11845823
42.49169892,-0.98831295,-3.82147674,-10.03686706,16.10515848,0.14151764,-0.12945381
42.50291914,-0.83457538,-3.76291004,-10.08811292,16.09538463,0.16595225,-0.13311900
42.51413935,-0.88582124,-3.84343925,-9.94901702,16.07217176,0.19283032,-0.13434073
42.52534086,-0.73940450,-3.69702251,-9.96365869,16.06606310,0.20871282,-0.14289284
42.53654236,-0.92974626,-3.76291004,-10.05150873,16.06484137,0.22093012,-0.13189727
42.54774386,-0.73940450,-3.72630586,-9.86116698,16.05262407,0.23559089,-0.13067554
42.55894536,-0.79065036,-3.51400160,-9.95633786,16.02941119,0.26369069,-0.11357131
42.57013315,-0.66619614,-3.81415590,-10.09543375,16.03063292,0.27102107,-0.10501920
42.58132094,-0.78332952,-3.57256829,-9.87580865,16.00497658,0.27712973,-0.10135401
42.59250873,-0.65887530,-3.68238084,-9.69278774,15.99153754,0.29301222,-0.08058459
42.60369653,-0.70280032,-3.68238084,-9.73671276,15.96465947,0.29667741,-0.05370652
42.61491275,-0.66619614,-3.78487255,-9.66350439,15.94633352,0.30156434,-0.02805018
42.62612897,-0.71744199,-3.68238084,-10.00026288,15.94389006,0.28812530,-0.02316326
42.63734519,-0.51977940,-3.61649331,-9.75135443,15.92189891,0.28690357,-0.01705460
42.64856142,-0.71744199,-3.63113498,-9.76599611,15.89257738,0.26735588,0.01348866
42.65976042,-0.73940450,-3.31633901,-9.72939192,15.88769045,0.26002550,0.02814942
42.67095941,-0.46853355,-3.79219339,-9.63422105,15.86569930,0.25269512,0.03547981
42.68215841,-0.71744199,-3.68238084,-9.64154188,15.86447757,0.22703878,0.04158846
42.69335741,-0.65155446,-3.63845582,-9.59761686,15.83026912,0.20138244,0.05136230
42.70452368,-0.54906275,-3.68970168,-9.35602925,15.82171701,0.18672167,0.05991442
42.71568996,-0.60030861,-3.44079323,-9.69278774,15.81072143,0.16595225,0.05258403
42.72685623,-0.80529203,-3.27973482,-9.62690021,15.79972586,0.15495668,0.05258403
42.73802251,-0.53442108,-3.63113498,-9.42191678,15.77040433,0.12685688,0.04158846
42.74925524,-0.76868785,-3.44811407,-9.88312949,15.76063048,0.11708303,0.03914500
42.76048797,-0.71012116,-3.50668076,-9.48780431,15.74841318,0.10608746,0.03425808
42.77172071,-0.69547948,-3.68238084,-9.39995427,15.73741760,0.09631362,0.01471039
42.78295344,-0.74672534,-3.60185164,-9.22425419,15.70076569,0.08409631,-0.01583287
42.79412872,-0.73208367,-3.52864327,-11.17159674,15.69221358,0.07676593,-0.01461114
42.80530399,-0.75404618,-3.36026403,-9.40727511,15.68121800,0.07310074,-0.03415883
42.81647927,-0.62959195,-3.54328494,-9.56833352,15.65922685,0.07432247,-0.04881960
42.82765454,-0.84189622,-3.55060578,-9.45852097,15.64700955,0.08776150,-0.07691940
42.83885449,-0.62959195,-3.40418905,-9.34138758,15.62624013,0.08776150,-0.09158016
42.85005444,-0.84189622,-3.64577666,-9.23157503,15.61768802,0.09753535,-0.10013228
42.86125439,-0.87117956,-3.60917247,-9.25353754,15.60180552,0.10853092,-0.10624093
42.87245435,-0.84189622,-3.40418905,-9.20961252,15.57737091,0.13052207,-0.12823208
42.88367760,-0.76136701,-3.62381415,-9.33406674,15.57248399,0.14029591,-0.12945381
42.89490086,-0.91510458,-3.49935992,-9.30478340,15.55782322,0.15984360,-0.13556246
42.90612411,-0.99563379,-3.39686821,-9.18765001,15.55171457,0.16839571,-0.13556246
42.91734737,-0.89314207,-3.43347239,-9.35602925,15.53461035,0.20138244,-0.13678419
42.92852563,-0.87850040,-3.56524745,-9.24621670,15.53216688,0.21359974,-0.13800592
42.93970388,-0.96635044,-3.54328494,-9.37067093,15.51384093,0.23070397,-0.13434073
42.95088214,-0.75404618,-3.66041833,-9.23157503,15.50406708,0.24169954,-0.12334516
42.96206039,-0.87117956,-3.38954737,-9.26085838,15.49429324,0.26369069,-0.11112785
42.97328317,-0.76868785,-3.74826837,-9.26817921,15.48818459,0.27835146,-0.10379747
42.98450595,-0.69547948,-3.74826837,-9.31210423,15.47963247,0.27712973,-0.09646709
42.99572873,-0.76136701,-3.55060578,-9.16568750,15.48696286,0.28690357,-0.07936286
43.00695151,-0.64423363,-3.52132243,-9.31210423,15.47474555,0.29912087,-0.05004133
43.01814824,-0.65155446,-3.49203909,-8.98998742,15.45153267,0.29545568,-0.04881960
43.02934498,-0.81261287,-3.39686821,-9.43655846,15.45764133,0.29301222,-0.02682845
43.04054171,-0.73208367,-3.36026403,-9.47316264,15.45275440,0.28812530,-0.02071980
43.05173844,-0.62227112,-3.25045148,-9.38531260,15.44542402,0.27346453,0.01104520
43.06291717,-0.63691279,-3.46275574,-9.31210423,15.43565018,0.26735588,0.01593212
43.07409590,-0.68083781,-3.27241399,-9.52440850,15.44298056,0.25880377,0.03547981
43.08527464,-0.62959195,-3.42615156,-9.21693336,15.43076325,0.24658646,0.04158846
43.09645337,-0.46853355,-3.36758486,-9.39263344,15.41610249,0.22581705,0.04891884
43.10767561,-0.51977940,-3.31633901,-9.45120013,15.40388518,0.21237801,0.05624922
43.11889786,-0.67351697,-3.47739741,-9.42191678,15.39655480,0.19160859,0.05991442
43.13012010,-0.68083781,-3.14795976,-9.16568750,15.38800269,0.17328264,0.05502749
43.14134234,-0.65155446,-3.38954737,-9.12908332,15.36723327,0.14640456,0.05991442
43.15254712,-0.63691279,-3.41883072,-9.11444164,15.35501597,0.13296553,0.05258403
43.16375190,-0.69547948,-3.26509315,-9.00462909,15.33546828,0.11708303,0.05014057
43.17495668,-0.82725454,-3.14063893,-9.12176248,15.31714232,0.11341784,0.04525365
43.18616146,-0.68815865,-3.37490570,-8.88017487,15.29515117,0.08776150,0.02448423
43.19733447,-0.89314207,-3.13331809,-8.93142073,15.28171214,0.08776150,0.01104520
43.20850748,-0.76136701,-3.35294319,-8.93874156,15.26827310,0.07187901,-0.00483730
43.21968049,-0.80529203,-3.25045148,-9.00462909,15.25605580,0.06699208,-0.00850249
43.23085350,-0.77600869,-3.31633901,-8.93874156,15.24383849,0.06454862,-0.03782402
43.24207801,-0.90046291,-3.19188478,-8.80696650,15.22917773,0.06821381,-0.05737171
43.25330251,-0.84921705,-3.53596411,-8.95338324,15.21451696,0.06821381,-0.06348036
43.26452702,-0.75404618,-3.49935992,-8.90213738,15.19863446,0.07798766,-0.07447594
43.27575153,-0.84921705,-3.27973482,-8.77036232,15.17786505,0.09020496,-0.10379747
43.28695077,-0.79797120,-3.25045148,-8.87285403,15.16686947,0.09631362,-0.11112785
43.29815000,-0.78332952,-3.46275574,-8.79232483,15.15465217,0.10975265,-0.12090170
43.30934924,-0.87850040,-3.53596411,-8.65322893,15.13999140,0.11830476,-0.12701035
43.32054847,-0.82725454,-3.40418905,-8.85821236,15.12288717,0.14273937,-0.14044938
43.33174449,-0.84189622,-3.40418905,-8.76304148,15.11311333,0.16106533,-0.15022323
43.34294051,-0.85653789,-3.31633901,-8.66787061,15.09356564,0.17816956,-0.14655804
43.35413653,-0.63691279,-3.46275574,-8.77768316,15.09112218,0.19038686,-0.14655804
43.36533254,-0.79065036,-3.44811407,-8.68983312,15.08745699,0.22093012,-0.14289284
43.37654704,-0.84189622,-3.21384729,-8.70447479,15.07401796,0.24047781,-0.13434073
43.38776153,-0.80529203,-3.71898502,-8.69715395,15.07646142,0.25269512,-0.12823208
43.39897603,-0.84189622,-3.44079323,-8.99730826,15.06913103,0.25880377,-0.11967996
43.41019052,-0.63691279,-3.41150988,-8.74107897,15.05813546,0.28446011,-0.10257574
43.42135477,-0.59298777,-3.30169733,-8.74107897,15.05569200,0.29179049,-0.09035843
43.43251902,-0.72476283,-3.22116813,-8.81428734,15.05691373,0.29056876,-0.07936286
43.44368327,-0.79797120,-3.40418905,-8.89481654,15.04591815,0.30645126,-0.06470209
43.45484751,-0.62227112,-3.37490570,-8.75572065,15.03858777,0.30278607,-0.04393268
43.46607399,-0.69547948,-3.38222654,-8.80696650,15.03003566,0.30278607,-0.02438499
43.47730047,-0.57102526,-3.38954737,-8.73375814,15.02026181,0.29667741,-0.00483730
43.48852694,-0.62227112,-3.26509315,-8.88017487,15.02637047,0.28323838,0.00982347
43.49975342,-0.65887530,-3.40418905,-8.90945822,15.02270528,0.26979934,0.03792327
43.51095319,-0.68815865,-3.12599725,-8.81428734,15.00926624,0.25636031,0.04158846
43.52215296,-0.60762944,-3.02350554,-8.87285403,14.99949240,0.24902992,0.05380576
43.53335273,-0.52710024,-3.37490570,-8.82892901,15.00437932,0.23559089,0.05502749
43.54455251,-0.44657104,-3.22116813,-8.71911646,14.97383606,0.20504763,0.07579691
43.55573022,-0.50513773,-3.25045148,-8.45556634,14.97627952,0.18305648,0.06724480
43.56690794,-0.50513773,-3.09671391,-8.70447479,14.95795356,0.16473052,0.07824037
43.57808566,-0.62227112,-3.29437650,-8.64590810,14.94695799,0.15373495,0.07090999
43.58926338,-0.49781689,-3.47007658,-8.54341638,14.92741030,0.12563515,0.07090999
43.60046315,-0.57102526,-3.10403474,-8.60198308,14.90908434,0.10608746,0.05869268
43.61166292,-0.60762944,-3.16260144,-8.44092467,14.89564531,0.09509188,0.05258403
43.62286270,-0.66619614,-3.16992227,-8.52145387,14.88464973,0.08409631,0.04403192
43.63406247,-0.77600869,-3.08939307,-8.37503714,14.86876724,0.06210516,0.01593212
43.64525497,-0.55638359,-3.14063893,-8.25058292,14.85288474,0.05721824,0.00127135
43.65644747,-0.78332952,-3.16992227,-8.33111212,14.85044128,0.05110959,-0.00972422
43.66763997,-0.81993371,-3.10403474,-8.41164132,14.83333705,0.05233132,-0.02438499
43.67883247,-0.71012116,-3.32365984,-8.15541204,14.81501109,0.04622267,-0.05126306
43.69006169,-0.72476283,-3.11135558,-8.47752885,14.80645898,0.04988786,-0.07814113
43.70129091,-0.78332952,-3.00886387,-8.29450794,14.79057649,0.05355305,-0.08058459
43.71252012,-0.74672534,-3.19920562,-8.37503714,14.78446783,0.06821381,-0.10013228
43.72374934,-1.02491713,-3.11867642,-8.30914961,14.76003322,0.08776150,-0.12701035
43.73492813,-0.90778375,-3.31633901,-8.13344953,14.75392457,0.10120054,-0.12578862
43.74610692,-0.96635044,-3.13331809,-8.28718710,14.73315515,0.11097438,-0.14655804
43.75728571,-0.76868785,-3.25777231,-8.36771630,14.72948996,0.12685688,-0.14777977
43.76846451,-0.91510458,-3.16992227,-8.27986626,14.71482920,0.16717398,-0.15144496
43.77965897,-0.91510458,-3.19920562,-8.32379128,14.70261189,0.17939129,-0.15755361
43.79085344,-0.77600869,-3.21384729,-8.36771630,14.70505535,0.19649551,-0.15633188
43.80204791,-0.85653789,-3.30169733,-8.24326208,14.69039459,0.20626936,-0.14900150
43.81324238,-0.73940450,-3.22848897,-8.27986626,14.67451209,0.24169954,-0.14289284
43.82474864,-0.73208367,-3.00154303,-8.44092467,14.66595998,0.24780819,-0.13311900
43.83625489,-1.01027546,-3.06743056,-8.49217053,14.65740786,0.25636031,-0.12212343
43.84776115,-0.76136701,-3.06010972,-8.35307463,14.65252094,0.27957319,-0.11357131
43.85926741,-0.74672534,-3.08939307,-8.30182877,14.63541671,0.28690357,-0.08669324
43.87016517,-0.62959195,-3.19920562,-8.21397873,14.62930806,0.29056876,-0.07447594
43.88106292,-0.68083781,-3.04546805,-8.16273288,14.62442114,0.30034260,-0.05859344
43.89196068,-0.54174191,-3.03082638,-8.26522459,14.61586903,0.29423395,-0.04148921
43.90285844,-0.54174191,-3.25045148,-8.03095782,14.59754307,0.29301222,-0.02071980
43.91408372,-0.61495028,-3.14063893,-8.26522459,14.59754307,0.28446011,0.00127135
43.92530900,-0.58566693,-3.08939307,-8.19933706,14.58654750,0.28323838,0.00860174
43.93653429,-0.49049606,-3.14063893,-8.22862041,14.58654750,0.27712973,0.01715385
43.94775957,-0.61495028,-3.06010972,-8.17737455,14.57188673,0.25147339,0.04647538
43.95896155,-0.61495028,-3.01618470,-8.27254543,14.56577808,0.23925608,0.04647538
43.97016352,-0.51245857,-2.88440964,-8.08220367,14.55233904,0.22093012,0.06480134
43.98136550,-0.56370442,-2.99422219,-8.22129957,14.55600423,0.20382590,0.05624922
43.99256748,-0.49049606,-3.00154303,-8.03827865,14.53890001,0.17694783,0.07090999
44.00374174,-0.49049606,-3.03814721,-8.05292033,14.52912616,0.16106533,0.06846653
44.01491600,-0.51977940,-3.06010972,-8.06756200,14.52546097,0.13907418,0.06968826
44.02609026,-0.49781689,-3.15528060,-8.02363698,14.51324367,0.12685688,0.06113615
44.03726453,-0.55638359,-3.04546805,-8.04559949,14.49736117,0.09509188,0.05380576
44.04846728,-0.60030861,-3.14063893,-8.11880786,14.49369598,0.09264842,0.03547981
44.05967003,-0.54174191,-3.17724311,-8.10416618,14.48880906,0.07920939,0.03059288
44.07087278,-0.71744199,-2.88440964,-8.08220367,14.48025694,0.06699208,0.02081904
44.08207554,-0.67351697,-3.09671391,-7.97971196,14.46803964,0.05599651,-0.01094595
44.09328729,-0.65887530,-3.08207223,-8.05292033,14.47170483,0.05599651,-0.02071980
44.10449904,-0.72476283,-2.94297634,-7.99435363,14.46437445,0.05599651,-0.03782402
44.11571079,-0.75404618,-3.16992227,-8.11148702,14.46803964,0.05721824,-0.05370652
44.12692255,-0.73208367,-3.13331809,-8.27254543,14.44849195,0.07187901,-0.08058459
44.13812101,-0.65155446,-3.19920562,-8.11148702,14.44116157,0.07065728,-0.08791497
44.14931947,-0.81993371,-2.95029717,-8.28718710,14.43871811,0.08043112,-0.10257574
44.16051793,-0.78332952,-2.98690136,-7.95774945,14.43383119,0.09264842,-0.11234958
44.17171639,-0.71744199,-3.18456395,-8.11148702,14.41917042,0.11830476,-0.12578862
44.18292314,-0.77600869,-2.93565550,-8.08220367,14.41428350,0.13540899,-0.13922765
44.19412988,-0.84189622,-3.16992227,-8.11148702,14.40573139,0.14273937,-0.13556246
44.20533663,-0.86385873,-3.06743056,-8.02363698,14.38984889,0.15984360,-0.13800592
44.21654338,-0.91510458,-2.92101383,-8.07488284,14.37396639,0.19283032,-0.13556246
44.22772765,-0.71012116,-3.01618470,-8.04559949,14.35075351,0.21115628,-0.13434073
44.23891193,-0.77600869,-2.98690136,-7.93578694,14.34831005,0.21604320,-0.13189727
44.25009620,-0.70280032,-3.09671391,-7.84061606,14.33975794,0.23070397,-0.12578862
44.26128048,-0.68815865,-2.88440964,-7.93578694,14.30921468,0.25147339,-0.10501920
44.27250123,-0.62959195,-2.96493885,-7.75276602,14.29577564,0.25636031,-0.10013228
44.28372198,-0.65887530,-2.87708881,-7.81133272,14.28355834,0.26246896,-0.08791497
44.29494274,-0.60762944,-2.93565550,-7.89186192,14.26889757,0.26735588,-0.06836728
44.30616349,-0.60762944,-2.89173048,-7.84061606,14.24446296,0.27102107,-0.04515441
44.31733900,-0.65887530,-2.98690136,-7.78937021,14.23835431,0.26857761,-0.03538056
44.32851452,-0.66619614,-2.75995542,-7.63563264,14.22369354,0.26735588,-0.01338941
44.33969003,-0.58566693,-2.80388044,-7.80401188,14.20903278,0.26491242,-0.00483730
44.35086554,-0.52710024,-2.92833466,-7.78937021,14.18826336,0.24658646,0.01348866
44.36207855,-0.61495028,-2.90637215,-7.74544519,14.18826336,0.23436916,0.03547981
44.37329155,-0.45389187,-2.89905132,-7.79669104,14.16871567,0.22459532,0.04158846
44.38450456,-0.54906275,-2.93565550,-7.58438678,14.16505048,0.20993455,0.04403192
44.39571756,-0.55638359,-2.87708881,-7.71616184,14.13695068,0.18427821,0.05258403
44.40692878,-0.42460853,-3.05278889,-7.36476168,14.13328549,0.16961744,0.05502749
44.41813999,-0.57102526,-2.94297634,-5.82006515,14.11618126,0.15617841,0.05380576
44.42935121,-0.55638359,-2.83316379,-7.66491598,14.10640742,0.14518283,0.04281019
44.44056243,-0.51977940,-3.00154303,-9.27550005,14.08685973,0.11952649,0.04036673
44.45174044,-0.59298777,-2.89173048,-7.40136586,14.08808146,0.10730919,0.04036673
44.46291846,-0.56370442,-2.76727626,-7.65027431,14.08685973,0.09387015,0.03670154
44.47409648,-0.63691279,-2.91369299,-7.62831180,14.08197281,0.08776150,0.01959731
44.48527449,-0.69547948,-2.80388044,-7.73812435,14.07219897,0.07432247,-0.00728076
44.49647522,-0.64423363,-3.00886387,-7.45993256,14.06975550,0.06821381,-0.01461114
44.50767595,-0.61495028,-3.01618470,-7.71616184,14.06242512,0.06210516,-0.03660229
44.51887667,-0.73208367,-3.14063893,-7.56974511,14.05631647,0.06088343,-0.03782402
44.53007740,-0.69547948,-2.97958052,-7.59170762,14.04654263,0.06821381,-0.06958902
44.54127616,-0.81993371,-2.96493885,-7.64295347,14.03676878,0.07065728,-0.07081075
44.55247492,-0.72476283,-3.03082638,-7.51117841,14.03676878,0.08776150,-0.08913670
44.56367368,-0.65887530,-3.00886387,-7.65759515,14.02577321,0.08409631,-0.10013228
44.57487243,-0.79065036,-2.94297634,-7.62831180,14.02577321,0.10608746,-0.11234958
44.58610767,-0.68083781,-3.08207223,-7.62831180,14.01599936,0.11830476,-0.11845823
44.59734291,-0.70280032,-2.73067207,-7.78937021,14.01477763,0.13174380,-0.12945381
44.60857815,-0.84189622,-2.97225968,-7.62099096,14.00622552,0.14273937,-0.13189727
44.61981338,-0.79797120,-2.84048462,-7.58438678,13.99767341,0.17206090,-0.13434073
44.63101041,-0.70280032,-3.09671391,-7.59170762,13.99522995,0.18794340,-0.13556246
44.64220744,-0.79797120,-2.97958052,-7.64295347,13.98545610,0.20382590,-0.12701035
44.65340447,-0.62959195,-2.97958052,-7.56974511,13.98545610,0.21604320,-0.13311900
44.66460150,-0.65155446,-2.81120128,-7.73812435,13.96835187,0.24414300,-0.11723650
44.67577201,-0.64423363,-3.15528060,-7.53314092,13.95857803,0.24780819,-0.10746266
44.68694252,-0.65887530,-3.01618470,-7.70152017,13.95491284,0.25513858,-0.10257574
44.69811302,-0.73940450,-2.86976797,-7.65759515,13.93536515,0.26369069,-0.08180632
44.70928353,-0.62227112,-2.81120128,-7.59170762,13.92681304,0.27590800,-0.05981517
44.72048199,-0.51245857,-2.88440964,-7.50385758,13.90726535,0.27835146,-0.05248479
44.73168045,-0.59298777,-2.80388044,-7.52582009,13.90848708,0.28323838,-0.04026748
