t,ax,ay,az,wx,wy,wz
14.23367101,132.19234758,-127.14097028,-239.85989234,39.89347258,0.57278850,2.21260351
14.24484152,146.61439580,-121.60641777,-239.85989234,39.89347258,0.72917000,-0.59982004
14.25605053,133.63455240,-129.95217156,-239.85989234,39.89347258,0.33332933,-2.25770830
14.26725954,131.39437638,-117.05285736,-239.85989234,39.89347258,0.79269999,1.27797970
14.27846855,132.04593085,-120.21545880,-239.85989234,39.89347258,0.73283519,0.39222510
14.28967756,131.21135547,-123.18771849,-239.85989234,39.89347258,1.01383320,-2.85635623
14.30089730,136.10167435,-130.64765104,-239.85989234,39.89347258,1.44632579,-2.24426926
14.31211704,132.08985586,-119.46141263,-239.85989234,39.89347258,0.52514101,1.08128109
14.32333678,143.86176122,-134.33735272,-239.85989234,39.89347258,0.02789671,2.19061237
14.33455652,136.58484957,-125.76465299,-239.85989234,39.89347258,1.63447228,-0.11112785
14.34573478,153.09333624,-123.19503932,-239.85989234,39.89347258,2.12072101,1.32562719
14.35691303,131.37241387,-118.35596629,-239.85989234,39.89347258,-0.59762930,-0.87348767
14.36809129,131.98004332,-124.63724414,-239.85989234,39.89347258,1.35713947,0.58281506
14.37926954,124.07353972,-126.97259104,-239.85989234,39.89347258,1.71632823,-2.74151357
14.39046705,125.77929466,-124.35905235,-239.85989234,39.89347258,0.85378651,0.19552650
14.40166456,123.40002275,-130.80138861,-239.85989234,39.89347258,-0.74057176,-4.42505816
14.41286206,129.28597542,-127.89501646,-239.85989234,39.89347258,2.54710495,6.63893303
14.42405957,128.67102514,-129.24937124,-239.85989234,39.89347258,0.79636518,0.81372212
14.43526554,131.84826826,-131.78970156,-239.85989234,39.89347258,1.29727467,-2.36277712
14.44647151,124.35905235,-126.71636176,-239.85989234,39.89347258,0.40296796,-1.04452994
14.45767748,125.75001132,-123.50251446,-239.85989234,39.89347258,-1.03623054,1.09349840
14.46888345,139.99635946,-131.98004332,-239.85989234,39.89347258,0.54346697,0.69765772
14.48007798,126.37960327,-143.62749444,-239.85989234,39.89347258,0.13907418,4.53144796
14.49127251,124.95204012,-128.77351686,-239.85989234,39.89347258,1.79329725,0.07824037
14.50246704,121.96513876,-138.67860886,-239.85989234,39.89347258,0.58378408,-2.63888821
14.51366156,122.17744303,-129.27865459,-239.85989234,39.89347258,1.57338576,-2.75739606
14.52486956,138.57611715,-140.42096798,-239.85989234,39.89347258,1.98266547,0.91390402
14.53607756,127.97554566,-120.17153378,-239.85989234,39.89347258,1.47442559,0.30670397
14.54728556,120.97682581,-131.82630575,-239.85989234,39.89347258,1.84460993,-1.68960363
14.55849355,131.70185152,-134.72535706,-239.85989234,39.89347258,1.35836120,0.88580422
14.56968629,129.45435467,-132.29483929,-239.85989234,39.89347258,0.28201665,-2.39820730
14.58087903,128.14392490,-131.81166407,-239.85989234,39.89347258,1.86415761,1.73124171
14.59207177,123.09986845,-142.66114400,-239.85989234,39.89347258,0.74627423,-2.08666603
14.60326451,122.29457641,-140.09153033,-239.85989234,39.89347258,1.54284250,0.50828950
14.61448801,149.64522218,-137.56584169,-239.85989234,39.89347258,2.10606025,4.26388898
14.62571150,126.43816996,-145.76517875,-239.85989234,39.89347258,-0.17002363,-0.64380234
14.63693500,117.89475358,-128.84672522,-239.85989234,39.89347258,0.87822112,-0.43122124
14.64815849,123.16575598,-135.68438667,-239.85989234,39.89347258,-1.07532591,-0.89181363
14.65933526,129.00046279,-144.87935751,-239.85989234,39.89347258,0.64487060,3.23274846
14.67051202,118.23883290,-141.16769332,-239.85989234,39.89347258,1.46220829,-1.69693401
14.68168879,116.55504047,-145.47966612,-239.85989234,39.89347258,0.38342028,-1.33896698
14.69286555,125.34004446,-141.88513532,-239.85989234,39.89347258,2.08651256,-2.00236663
14.70406300,125.42789450,-139.87922607,-239.85989234,39.89347258,0.80369556,1.03485534
14.71526045,118.62683725,-148.10784648,-239.85989234,39.89347258,0.19771724,-4.28822435
14.72645789,121.35750932,-138.12954611,-239.85989234,39.89347258,0.57645369,-2.77327856
14.73765534,125.01792765,-149.09615943,-239.85989234,39.89347258,0.63998368,2.71962166
14.74885660,118.72932896,-146.59243329,-239.85989234,39.89347258,0.14518283,-2.66576628
14.76005787,123.96372717,-145.64804536,-239.85989234,39.89347258,1.67845458,-0.61203735
14.77125913,124.13942725,-149.03027190,-239.85989234,39.89347258,1.67967631,-0.47764699
14.78246039,121.55517191,-156.35110856,-239.85989234,39.89347258,1.32048755,1.68725941
14.79368544,122.43367231,-144.89399918,-239.85989234,39.89347258,2.20868561,0.45208990
14.80491048,114.58573541,-156.65126286,-239.85989234,39.89347258,0.13663072,0.65978408
14.81613553,119.30035422,-149.89413062,-239.85989234,39.89347258,0.13663072,-4.03288268
14.82736057,122.64597657,-146.89990843,-239.85989234,39.89347258,0.30645126,-2.41775499
14.83853507,134.49841113,-161.49765673,-239.85989234,39.89347258,0.41274181,-3.07748945
14.84970957,113.86097258,-160.91931063,-239.85989234,39.89347258,0.13785245,0.22973495
14.86088407,122.98273506,-175.53902144,-239.85989234,39.89347258,1.54406423,-1.34141044
14.87205857,120.24474215,-135.85276591,-239.85989234,39.89347258,1.00161590,-1.17158990
14.88328803,122.49955984,-163.13752414,-239.85989234,39.89347258,-0.04296366,-0.41289528
14.89451748,114.62233959,-148.83260931,-239.85989234,39.89347258,0.48726737,-0.45076892
14.90574694,111.84042166,-143.81051536,-239.85989234,39.89347258,-0.12237614,-0.65113272
14.91697639,106.98670696,-157.32477983,-239.85989234,39.89347258,1.76886264,0.68299696
14.92815143,126.24050737,-160.38488956,-239.85989234,39.89347258,0.93319899,0.58648025
14.93932647,143.70070281,-164.46259558,-239.85989234,39.89347258,0.56179293,-3.52464280
14.95050150,117.47746589,-143.61285277,-239.85989234,39.89347258,0.32599894,-0.13189727
14.96167654,124.91543594,-152.55159433,-239.85989234,39.89347258,0.12196996,1.67748557
14.97287500,116.71609888,-147.33915863,-239.85989234,39.89347258,-0.93482691,-0.70855405
14.98407346,133.19530220,-172.06162403,-239.85989234,39.89347258,1.11523683,-1.20091144
14.99527192,101.62785452,-161.76120685,-239.85989234,39.89347258,1.56972057,0.66589273
15.00647038,104.53422667,-156.49752529,-239.85989234,39.89347258,1.25695757,3.01894563
15.01769090,106.98670696,-163.62069936,-239.85989234,39.89347258,0.73650038,1.14236762
15.02891141,99.43892436,-160.22383115,-239.85989234,39.89347258,-0.20301035,-0.14167111
15.04013193,104.73921010,-160.46541876,-239.85989234,39.89347258,1.22519258,-2.48250671
15.05135244,89.00673212,-149.71843054,-239.85989234,39.89347258,1.59782037,-4.81234672
15.06252593,95.99081029,-149.12544277,-239.85989234,39.89347258,3.55014567,1.10815916
15.07369941,87.66701901,-157.16372143,-239.85989234,39.89347258,0.43595469,-2.53259766
15.08487290,109.14635377,-175.31939635,-239.85989234,39.89347258,0.74627423,0.13566170
15.09604639,101.81819627,-165.79498785,-239.85989234,39.89347258,0.89776881,2.84790336
15.10726488,88.34785682,-156.25593768,-239.85989234,39.89347258,0.82079979,-0.36524779
15.11848336,105.78608974,-161.39516502,-239.85989234,39.89347258,1.47809078,2.12097373
15.12970185,84.12373407,-177.19353053,-239.85989234,39.89347258,1.11890202,0.90046498
15.14092034,83.48682128,-160.61183549,-239.85989234,39.89347258,-0.50477778,0.24317399
15.15211064,92.26450443,-172.50819507,-239.85989234,39.89347258,0.99550725,-1.59797384
15.16330093,81.40038283,-169.97518558,-239.85989234,39.89347258,2.93928043,-1.29376295
15.17449123,95.47835173,-168.32799733,-239.85989234,39.89347258,-1.39541930,0.17597881
15.18568152,80.17048227,-160.72896888,-239.85989234,39.89347258,1.09568914,0.83693500
15.19688326,79.48232362,-156.19005015,-239.85989234,39.89347258,1.20808835,-0.45932104
15.20808500,90.15610347,-169.93126056,-239.85989234,39.89347258,1.68578496,2.27735523
15.21928674,92.31575029,-168.10837223,-239.85989234,39.89347258,0.75849153,0.28471282
15.23048848,84.07980905,-182.44989125,-239.85989234,39.89347258,1.42189118,-1.73969458
15.24168700,86.06375578,-168.59886829,-239.85989234,39.89347258,0.19893898,-2.63644475
15.25288552,73.45727505,-157.80795505,-239.85989234,39.89347258,2.19646830,1.17657607
15.26408404,79.05771510,-163.34250757,-239.85989234,39.89347258,0.29789914,-1.39516658
15.27528256,77.74728533,-174.54338766,-239.85989234,39.89347258,1.06025896,4.04275577
15.28648555,72.28594119,-174.92407117,-239.85989234,39.89347258,1.10179780,3.18998790
15.29768854,74.49683386,-185.33430090,-239.85989234,39.89347258,0.73772212,-0.21741840
15.30889153,68.50838947,-179.47031073,-239.85989234,39.89347258,2.13904697,4.04397750
15.32009453,59.07915185,-172.89619941,-239.85989234,39.89347258,0.46527622,-0.50941199
15.33129227,68.03985592,-171.47595710,-239.85989234,39.89347258,0.88066458,-0.27606147
15.34249002,74.59932557,-177.19353053,-239.85989234,39.89347258,1.50252539,-0.05370652
15.35368776,66.77335118,-176.47608854,-239.85989234,39.89347258,1.20931008,-2.54848015
15.36488551,75.87315115,-151.79022732,-239.85989234,39.89347258,2.41027114,-1.25588931
15.37607801,67.11010967,-172.17875742,-239.85989234,39.89347258,0.94908149,-2.95775986
15.38727051,61.43646125,-172.14947407,-239.85989234,39.89347258,1.81162320,1.02508149
15.39846301,80.80007422,-173.28420375,-239.85989234,39.89347258,1.73098899,-0.57049851
15.40965551,74.08686700,-173.67952893,-239.85989234,39.89347258,1.46465175,4.22601534
15.42085499,67.99593090,-179.41906487,-239.85989234,39.89347258,1.40112176,-0.32493068
15.43205446,65.25793799,-180.20239440,-239.85989234,39.89347258,-0.79188444,-2.86979527
15.44325393,68.96960218,-158.31309278,-239.85989234,39.89347258,2.63873474,-1.77390303
15.45445341,69.61383580,-181.54942834,-239.85989234,39.89347258,0.90632092,-2.36155539
15.46565890,66.15840090,-158.72305964,-239.85989234,39.89347258,2.10972544,-0.01583287
15.47686440,64.88457532,-187.64768528,-239.85989234,39.89347258,0.54102351,-1.75069015
15.48806989,74.03562115,-182.94038731,-239.85989234,39.89347258,-0.10038499,-3.12880213
15.49927539,68.13502680,-208.99524498,-239.85989234,39.89347258,-0.03685501,-0.89303536
15.51047713,77.99619378,-160.94859398,-239.85989234,39.89347258,1.46465175,4.07207730
15.52167886,61.68536970,-169.83608969,-239.85989234,39.89347258,1.01261147,-1.62729537
15.53288060,72.35914955,-165.72177948,-239.85989234,39.89347258,1.51229924,3.54673319
15.54408234,60.32369408,-171.27829451,-239.85989234,39.89347258,1.64791132,-0.92968727
15.55528414,65.90949245,-183.46016671,-239.85989234,39.89347258,-0.29586187,-1.86553282
15.56648594,71.97846605,-191.57165373,-239.85989234,39.89347258,0.94052937,0.26883033
15.57768774,71.25370322,-180.89055304,-239.85989234,39.89347258,-0.78088887,-2.55581053
15.58888954,69.40885238,-171.86396144,-239.85989234,39.89347258,0.43839815,-1.43181850
15.60010952,75.17767167,-175.26815049,-239.85989234,39.89347258,0.98451167,2.55102286
15.61132950,76.89074744,-169.26506443,-239.85989234,39.89347258,-0.95559632,-2.73418318
15.62254947,62.53458675,-180.07794017,-239.85989234,39.89347258,1.78718859,0.21507419
15.63376945,67.82023082,-174.10413746,-239.85989234,39.89347258,-0.09671980,1.73979382
15.64497119,57.07324261,-200.91304131,-239.85989234,39.89347258,0.67907905,1.62983808
15.65617293,59.81855635,-195.31260126,-239.85989234,39.89347258,1.31560063,0.95177766
15.66737467,61.77321974,-166.65884658,-239.85989234,39.89347258,2.44081440,3.60415453
15.67857641,60.56528169,-174.22859168,-239.85989234,39.89347258,1.26917487,-3.61016394
15.68975592,60.35297743,-200.51039529,-239.85989234,39.89347258,1.22397084,-1.08606877
15.70093542,52.02186531,-168.57690578,-239.85989234,39.89347258,0.68152251,0.15154420
15.71211493,59.12307687,-186.43242640,-239.85989234,39.89347258,-0.24454919,-1.81177667
15.72329444,74.90680071,-176.70303447,-239.85989234,39.89347258,2.86842007,-1.26688488
15.73451543,62.74689102,-176.68107196,-239.85989234,39.89347258,1.83239262,1.55653425
15.74573642,56.68523826,-192.04018728,-239.85989234,39.89347258,2.44081440,0.55838045
15.75695741,53.52995766,-176.18325507,-239.85989234,39.89347258,1.06270242,-0.32615242
15.76817840,50.62358551,-180.53183205,-239.85989234,39.89347258,0.28446011,-0.56194640
15.77934945,58.12744308,-191.12508270,-239.85989234,39.89347258,1.52207308,0.84548711
15.79052049,46.44338777,-185.24645086,-239.85989234,39.89347258,0.77926095,1.70314191
15.80169153,48.39073033,-186.08834707,-239.85989234,39.89347258,-0.53409931,-2.81115220
15.81286258,45.08171216,-185.15860082,-239.85989234,39.89347258,2.78534239,2.99084583
15.82409430,52.09507368,-189.71216122,-239.85989234,39.89347258,0.07676593,-4.16360784
15.83532602,45.28669558,-182.75736639,-239.85989234,39.89347258,-0.32640513,1.46123927
15.84655774,35.43284944,-185.69302189,-239.85989234,39.89347258,1.40600869,3.59560241
15.85778946,39.75214307,-177.88168918,-239.85989234,39.89347258,1.73098899,0.61580178
15.86898673,40.75509769,-186.29333050,-239.85989234,39.89347258,1.48175598,-0.48131219
15.88018399,43.22954048,-180.96376141,-239.85989234,39.89347258,-0.32029648,-0.55339428
15.89138126,40.30120582,-175.23154631,-239.85989234,39.89347258,1.44510406,-0.61814600
15.90257853,50.34539371,-189.98303218,-239.85989234,39.89347258,1.92646587,1.50766503
15.91377878,26.09146186,-187.09862253,-239.85989234,39.89347258,-0.78821925,-2.62789263
15.92497903,33.89547374,-188.37244811,-239.85989234,39.89347258,2.04375199,-0.18931860
15.93617928,31.19408501,-182.40596623,-239.85989234,39.89347258,-0.56219911,-0.75620154
15.94737953,27.25547489,-182.19366197,-239.85989234,39.89347258,1.72854553,2.73306070
15.95855725,34.74469079,-175.04120455,-239.85989234,39.89347258,-0.04418539,0.02570596
15.96973497,37.40215450,-181.64459922,-239.85989234,39.89347258,0.99062032,1.99880068
15.98091269,108.94869118,-201.93063761,-239.85989234,39.89347258,1.10912818,-1.33408006
15.99209040,37.98782143,-185.96389285,-239.85989234,39.89347258,-0.37649608,-2.14286563
16.00328642,26.85282887,-193.71665887,-239.85989234,39.89347258,2.59108725,-1.23878508
16.01448244,28.25110867,-177.58153487,-239.85989234,39.89347258,1.74198457,0.37756434
16.02567846,32.58504398,-199.77831163,-239.85989234,39.89347258,0.19649551,0.82471769
16.03687447,20.13230082,-179.94616511,-239.85989234,39.89347258,1.35225254,-0.21986186
16.04809821,23.47060233,-193.40186290,-239.85989234,39.89347258,0.40418970,-0.26017897
16.05932194,15.84961137,-195.63471808,-239.85989234,39.89347258,1.50130366,0.58892371
16.07054567,18.52171675,-215.02029355,-239.85989234,39.89347258,1.05659377,-1.08484704
16.08176941,15.71051547,-173.05725782,-239.85989234,39.89347258,1.37424369,0.30670397
16.09295118,12.93591838,-184.69738811,-239.85989234,39.89347258,0.58500581,-0.21253148
16.10413295,9.98562120,-187.63304361,-239.85989234,39.89347258,0.85134305,-0.53140314
16.11531472,9.67082523,-188.76777329,-239.85989234,39.89347258,1.48664290,0.84548711
16.12649649,18.59492512,-177.20085137,-239.85989234,39.89347258,0.12563515,0.12710959
16.13769025,3.06010972,-188.89954835,-239.85989234,39.89347258,0.06210516,-0.52407275
16.14888400,10.92268830,-187.49394771,-239.85989234,39.89347258,-0.11504576,-0.04637614
16.16007775,15.16145272,-181.81297846,-239.85989234,39.89347258,1.19587104,0.53028065
16.17127150,11.28873013,-197.56009812,-239.85989234,39.89347258,1.75175841,3.11424061
16.18250173,-4.60480626,-194.22179660,-239.85989234,39.89347258,1.65401997,0.99453823
16.19373196,-3.05278889,-186.65205150,-239.85989234,39.89347258,1.44876925,-0.18198822
16.20496219,-9.23889587,-194.01681318,-239.85989234,39.89347258,0.52147582,-3.58817279
16.21619242,-5.27832323,-178.95785217,-239.85989234,39.89347258,1.41944772,3.12157099
16.22736520,2.54765116,-183.74567934,-239.85989234,39.89347258,0.87944285,-2.46540248
16.23853797,0.97367128,-192.42819162,-239.85989234,39.89347258,1.82384051,0.84182192
16.24971074,-11.64013029,-170.80244013,-239.85989234,39.89347258,2.40782768,0.27371725
16.26088351,-8.44824551,-182.11313277,-239.85989234,39.89347258,1.64058094,1.44046985
16.27211398,-13.17750599,-172.85959523,-239.85989234,39.89347258,2.39561037,2.01834837
16.28334445,-3.74826837,-186.13959293,-239.85989234,39.89347258,0.04622267,2.34088521
16.29457492,-1.31042976,-185.79551361,-239.85989234,39.89347258,0.97229437,-1.28521084
16.30580539,-19.92731739,-180.96376141,-239.85989234,39.89347258,1.83850127,1.18390645
16.31697041,-21.37684305,-179.35317735,-239.85989234,39.89347258,1.38401754,1.63472500
16.32813543,-18.19959994,-184.27277958,-239.85989234,39.89347258,3.36444264,2.55713151
16.33930045,-17.32109954,-182.91842480,-239.85989234,39.89347258,2.93928043,-0.89670055
16.35046548,-24.92744883,-180.22435691,-239.85989234,39.89347258,2.45914036,1.72757652
16.36167622,-16.53777002,-179.08230639,-239.85989234,39.89347258,-0.15414113,-0.06592382
16.37288696,-23.06063548,-182.89646229,-239.85989234,39.89347258,1.98999585,0.91756921
16.38409770,-27.02120811,-185.24645086,-239.85989234,39.89347258,0.75238288,-3.24486652
16.39530843,-36.86041259,-200.27612852,-239.85989234,39.89347258,1.81651013,1.57608194
16.40651667,-38.96149271,-180.14382770,-239.85989234,39.89347258,1.11401510,0.84548711
16.41772491,-32.27756884,-193.03582106,-239.85989234,39.89347258,1.75786706,3.73121450
16.42893314,-26.18663273,-202.52362538,-239.85989234,39.89347258,1.79329725,0.70010118
16.44014138,-42.19730251,-194.77085935,-239.85989234,39.89347258,0.72917000,1.52721272
16.45133114,-40.51351008,-177.99882256,-239.85989234,39.89347258,0.48482391,-0.26506589
16.46252090,-35.53534115,-198.10916087,-239.85989234,39.89347258,1.19709277,0.37634261
16.47371066,-38.06835063,-184.69738811,-239.85989234,39.89347258,0.55324081,0.96888189
16.48490041,-47.20475479,-169.97518558,-239.85989234,39.89347258,0.82446498,-0.47398180
16.49610168,-39.66429303,-183.89941691,-239.85989234,39.89347258,3.12742693,1.53576483
16.50730294,-38.34654243,-176.68839280,-239.85989234,39.89347258,0.70473539,1.14358935
16.51850420,-37.26305860,-200.89839964,-239.85989234,39.89347258,0.93197726,-3.60894221
16.52970546,-49.85489766,-191.18364939,-239.85989234,39.89347258,0.94785976,-0.92846554
16.54092848,-44.45212020,-173.27688292,-239.85989234,39.89347258,1.03826781,1.50033465
16.55215150,-46.19447933,-192.90404600,-239.85989234,39.89347258,2.42615363,1.78377612
16.56337452,-44.04215335,-180.27560276,-239.85989234,39.89347258,2.03031296,0.06724480
16.57459754,-48.01736766,-182.24490783,-239.85989234,39.89347258,0.04988786,-0.96267399
16.58686328,-51.12140240,-186.35921803,-239.85989234,39.89347258,0.59844484,3.70311470
16.59912902,-53.46407013,-173.65024559,-239.85989234,39.89347258,0.71817443,-2.60467975
16.61139476,-57.25626352,-184.06779615,-239.85989234,39.89347258,0.29423395,-0.34203491
16.62366050,-48.43465535,-172.00305734,-239.85989234,39.89347258,1.02482878,-0.75497981
16.63379598,-46.01145841,-187.10594337,-239.85989234,39.89347258,0.60821868,0.20285688
16.64393145,-56.75844663,-179.82903173,-239.85989234,39.89347258,1.45487790,1.57608194
16.65406692,-61.16559030,-181.84226181,-239.85989234,39.89347258,2.07185180,1.50277811
16.66420239,-56.75844663,-182.92574564,-239.85989234,39.89347258,0.94297284,1.94870973
16.67537743,-55.66032113,-187.25968094,-239.85989234,39.89347258,2.82443777,-0.59126793
16.68655246,-46.78746710,-189.76340708,-239.85989234,39.89347258,1.51474270,-1.77634649
16.69772750,-48.83730136,-181.34444492,-239.85989234,39.89347258,0.76948711,1.29386220
16.70890254,-51.48012340,-176.38091766,-239.85989234,39.89347258,1.17510163,1.85097129
16.72012550,-52.04382782,-186.98148915,-239.85989234,39.89347258,0.00101864,-0.45443412
16.73134845,-43.52237395,-171.13919861,-239.85989234,39.89347258,2.00465662,-1.11905549
16.74257141,-49.54742252,-174.97531702,-239.85989234,39.89347258,0.05233132,-2.22716504
16.75379437,-56.77308830,-186.28600966,-239.85989234,39.89347258,0.34921182,-0.10135401
16.76498717,-63.11293285,-161.34391916,-239.85989234,39.89347258,1.18121028,1.30607950
16.77617997,-62.44673671,-186.52759727,-239.85989234,39.89347258,2.15859466,1.55286906
16.78737277,-54.13026627,-176.46144686,-239.85989234,39.89347258,-0.55853392,0.35557319
16.79856557,-55.38945017,-178.87000213,-239.85989234,39.89347258,1.61736806,0.46064201
16.80975127,-50.93106065,-171.35150288,-239.85989234,39.89347258,0.54468870,-1.73602939
16.82093698,-55.54318774,-171.60041132,-239.85989234,39.89347258,1.76519745,1.84730610
16.83212268,-62.77617436,-180.28292360,-239.85989234,39.89347258,-0.19567997,-0.11601477
16.84330839,-53.19319918,-169.57986040,-239.85989234,39.89347258,1.05048512,1.88151456
16.85450691,-67.43954732,-198.24825677,-239.85989234,39.89347258,0.79636518,-1.09584262
16.86570543,-47.73185503,-169.00883514,-239.85989234,39.89347258,0.63631849,-3.24975345
16.87690395,-51.98526113,-180.65628627,-239.85989234,39.89347258,0.39319412,0.85892615
16.88810247,-55.63835862,-163.90621199,-239.85989234,39.89347258,1.69311535,1.57119501
16.89932621,-53.43478678,-164.66025817,-239.85989234,39.89347258,1.89225742,0.55593699
16.91054994,-50.14773112,-149.22061365,-239.85989234,39.89347258,0.98573340,3.06414966
16.92177367,-67.11010967,-173.04993698,-239.85989234,39.89347258,1.37057850,1.60173828
16.93299741,-59.22556858,-173.47454551,-239.85989234,39.89347258,-0.27875764,1.93527070
16.94417292,-54.84770826,-192.06214979,-239.85989234,39.89347258,1.78474513,0.26272167
16.95534843,-58.95469763,-152.28072337,-239.85989234,39.89347258,0.71817443,-2.15874813
16.96652395,-62.19782827,-171.04402774,-239.85989234,39.89347258,1.60515075,0.39955549
16.97769946,-53.60316603,-160.01884772,-239.85989234,39.89347258,-0.14436729,-0.82217499
16.98890144,-52.69538228,-163.87692864,-239.85989234,39.89347258,-0.34106590,-2.12942660
17.00010341,-58.73507253,-176.60054276,-239.85989234,39.89347258,0.93319899,-3.50631685
17.01130539,-71.72223676,-157.20032561,-239.85989234,39.89347258,1.23985334,0.22484803
17.02250737,-58.31046400,-164.11119542,-239.85989234,39.89347258,0.74138731,-0.11112785
17.03370637,-55.44069603,-165.91212124,-239.85989234,39.89347258,1.01994186,2.56934881
17.04490536,-55.31624181,-170.23141487,-239.85989234,39.89347258,1.86537935,-0.03782402
17.05610436,-56.85361751,-158.60592625,-239.85989234,39.89347258,1.17510163,1.25354509
17.06730336,-66.16572174,-160.69968553,-239.85989234,39.89347258,1.57460749,0.67933177
17.07852787,-61.63412384,-159.23551820,-239.85989234,39.89347258,1.76764091,-0.50941199
17.08975238,-46.99245052,-176.60054276,-239.85989234,39.89347258,1.09568914,-1.15570741
17.10097688,-53.40550344,-154.58678692,-239.85989234,39.89347258,1.68456323,3.04948889
17.11220139,-53.93992451,-167.98391801,-239.85989234,39.89347258,1.96067432,-0.19787072
17.12338614,-56.95610922,-161.15357741,-239.85989234,39.89347258,2.53122245,0.37756434
17.13457090,-57.05128010,-154.83569537,-239.85989234,39.89347258,1.16288432,1.35739218
17.14575565,-52.69538228,-155.67027075,-239.85989234,39.89347258,1.38401754,0.60724967
17.15694040,-60.44814831,-158.25452609,-239.85989234,39.89347258,0.57645369,0.56204564
17.16814715,-65.74843405,-163.25465753,-239.85989234,39.89347258,1.37180023,-0.37624336
17.17935389,-64.13052915,-174.39697093,-239.85989234,39.89347258,0.86111689,2.59622688
17.19056064,-58.99130181,-160.51666462,-239.85989234,39.89347258,1.05537204,-2.07811392
17.20176739,-56.38508396,-159.66012673,-239.85989234,39.89347258,1.79329725,1.56508636
17.21298742,-61.04113608,-151.40222298,-239.85989234,39.89347258,0.68396597,0.26638687
17.22420746,-64.76012110,-151.54863971,-239.85989234,39.89347258,0.84645613,-0.86860075
17.23542750,-64.78940445,-156.47556278,-239.85989234,39.89347258,0.80858248,-0.99932591
17.24664754,-50.63822718,-157.97633430,-239.85989234,39.89347258,1.44632579,0.91146056
17.25782800,-57.48320946,-166.35869227,-239.85989234,39.89347258,0.22093012,-0.96267399
17.26900846,-56.53150069,-166.09514215,-239.85989234,39.89347258,0.68030078,-0.99077379
17.28018892,-60.85079432,-156.90749214,-239.85989234,39.89347258,0.86111689,-1.52589174
17.29136938,-47.49758825,-156.19005015,-239.85989234,39.89347258,0.69373982,0.39833376
17.30254441,-50.85053144,-149.74039305,-239.85989234,39.89347258,2.04375199,-1.17525510
17.31371945,-55.51390440,-164.80667490,-239.85989234,39.89347258,1.07614146,-0.56927678
17.32489449,-61.70001137,-162.76416147,-239.85989234,39.89347258,1.61981152,2.11486508
17.33606952,-57.21233850,-171.30025702,-239.85989234,39.89347258,0.38830720,0.32502993
17.34728777,-54.13758710,-152.50766931,-239.85989234,39.89347258,0.45550238,-1.82155052
17.35850602,-56.51685902,-144.66705325,-239.85989234,39.89347258,0.44817199,0.51684161
17.36972427,-55.75549201,-145.23075767,-239.85989234,39.89347258,2.06696487,0.92123440
17.38094252,-50.19897698,-149.42559708,-239.85989234,39.89347258,1.55505980,-0.35058702
17.39213878,-57.35875523,-151.08742700,-239.85989234,39.89347258,1.00772455,-1.18380721
17.40333503,-61.37057372,-158.29845111,-239.85989234,39.89347258,0.68885290,-0.46298623
17.41453129,-61.15826946,-140.99931408,-239.85989234,39.89347258,-0.00875521,0.05014057
17.42572755,-53.88867866,-145.31128687,-239.85989234,39.89347258,1.00528109,-1.08484704
17.43691701,-60.88739851,-143.12967755,-239.85989234,39.89347258,0.90509919,-0.66457176
17.44810647,-50.99694818,-158.11543019,-239.85989234,39.89347258,0.87577766,1.37938333
17.45929593,-57.91513882,-155.47992900,-239.85989234,39.89347258,0.64975752,-1.35118429
17.47048539,-61.59019882,-145.04773675,-239.85989234,39.89347258,0.84645613,-0.16977091
17.48263592,-53.88135782,-154.43304935,-239.85989234,39.89347258,1.78596686,1.37816160
17.49478644,-49.44493080,-146.20442895,-239.85989234,39.89347258,0.01812286,-1.02376052
17.50693697,-56.51685902,-156.21201266,-239.85989234,39.89347258,1.31437890,2.31034195
17.51908749,-51.86812774,-149.82092226,-239.85989234,39.89347258,0.52636274,0.36656876
17.52934122,-63.54486221,-148.62030504,-239.85989234,39.89347258,0.86233862,0.72087060
17.53959495,-53.88135782,-143.24681094,-239.85989234,39.89347258,0.64120541,1.31707508
17.54984868,-61.14362779,-144.18387803,-239.85989234,39.89347258,1.39134792,0.42032491
17.56010240,-65.03831289,-158.97196808,-239.85989234,39.89347258,0.83179536,-0.71221925
17.57130516,-53.85207447,-140.44293049,-239.85989234,39.89347258,0.91731650,1.02996841
17.58250791,-50.63822718,-145.97748301,-239.85989234,39.89347258,0.66808348,-0.89181363
17.59371066,-57.17573432,-150.03322652,-239.85989234,39.89347258,0.69129636,-0.86127036
17.60491341,-52.25613208,-148.64958839,-239.85989234,39.89347258,1.45609964,1.96459223
17.61611515,-54.05705790,-143.90568623,-239.85989234,39.89347258,0.45305891,0.42276837
17.62731689,-56.59738822,-147.95410891,-239.85989234,39.89347258,-0.24210573,-1.17892029
17.63851863,-54.42309973,-147.52950038,-239.85989234,39.89347258,0.42495911,2.00124414
17.64972037,-60.91668185,-144.79882831,-239.85989234,39.89347258,1.54772942,1.49911292
17.66092515,-53.13463248,-134.83516961,-239.85989234,39.89347258,0.98084648,-0.46298623
17.67212993,-58.98398097,-134.09576511,-239.85989234,39.89347258,0.91731650,1.21200625
17.68333471,-55.28695846,-145.44306193,-239.85989234,39.89347258,0.70229193,0.10267498
17.69453949,-57.25626352,-145.13558679,-239.85989234,39.89347258,1.19953624,1.10205051
